id,sender,node,receiver,user_id_sender,status_id_sender,created_at_sender,text_sender,source_sender,display_text_width_sender,reply_to_status_id_sender,reply_to_user_id_sender,reply_to_screen_name_sender,is_quote_sender,is_retweet_sender,favorite_count_sender,retweet_count_sender,quote_count_sender,reply_count_sender,hashtags_sender,symbols_sender,urls_url_sender,urls_t.co_sender,urls_expanded_url_sender,media_url_sender,media_t.co_sender,media_expanded_url_sender,media_type_sender,ext_media_url_sender,ext_media_t.co_sender,ext_media_expanded_url_sender,ext_media_type_sender,mentions_user_id_sender,mentions_screen_name_sender,lang_sender,quoted_status_id_sender,quoted_text_sender,quoted_created_at_sender,quoted_source_sender,quoted_favorite_count_sender,quoted_retweet_count_sender,quoted_user_id_sender,quoted_screen_name_sender,quoted_name_sender,quoted_followers_count_sender,quoted_friends_count_sender,quoted_statuses_count_sender,quoted_location_sender,quoted_description_sender,quoted_verified_sender,retweet_status_id_sender,retweet_text_sender,retweet_created_at_sender,retweet_source_sender,retweet_favorite_count_sender,retweet_retweet_count_sender,retweet_user_id_sender,retweet_screen_name_sender,retweet_name_sender,retweet_followers_count_sender,retweet_friends_count_sender,retweet_statuses_count_sender,retweet_location_sender,retweet_description_sender,retweet_verified_sender,place_url_sender,place_name_sender,place_full_name_sender,place_type_sender,country_sender,country_code_sender,geo_coords_sender,coords_coords_sender,bbox_coords_sender,status_url_sender,name_sender,location_sender,description_sender,url_sender,protected_sender,followers_count_sender,friends_count_sender,listed_count_sender,statuses_count_sender,favourites_count_sender,account_created_at_sender,verified_sender,profile_url_sender,profile_expanded_url_sender,account_lang_sender,profile_banner_url_sender,profile_background_url_sender,profile_image_url_sender,user_id_receiver,status_id_receiver,created_at_receiver,text_receiver,source_receiver,display_text_width_receiver,reply_to_status_id_receiver,reply_to_user_id_receiver,reply_to_screen_name_receiver,is_quote_receiver,is_retweet_receiver,favorite_count_receiver,retweet_count_receiver,quote_count_receiver,reply_count_receiver,hashtags_receiver,symbols_receiver,urls_url_receiver,urls_t.co_receiver,urls_expanded_url_receiver,media_url_receiver,media_t.co_receiver,media_expanded_url_receiver,media_type_receiver,ext_media_url_receiver,ext_media_t.co_receiver,ext_media_expanded_url_receiver,ext_media_type_receiver,mentions_user_id_receiver,mentions_screen_name_receiver,lang_receiver,quoted_status_id_receiver,quoted_text_receiver,quoted_created_at_receiver,quoted_source_receiver,quoted_favorite_count_receiver,quoted_retweet_count_receiver,quoted_user_id_receiver,quoted_screen_name_receiver,quoted_name_receiver,quoted_followers_count_receiver,quoted_friends_count_receiver,quoted_statuses_count_receiver,quoted_location_receiver,quoted_description_receiver,quoted_verified_receiver,retweet_status_id_receiver,retweet_text_receiver,retweet_created_at_receiver,retweet_source_receiver,retweet_favorite_count_receiver,retweet_retweet_count_receiver,retweet_user_id_receiver,retweet_screen_name_receiver,retweet_name_receiver,retweet_followers_count_receiver,retweet_friends_count_receiver,retweet_statuses_count_receiver,retweet_location_receiver,retweet_description_receiver,retweet_verified_receiver,place_url_receiver,place_name_receiver,place_full_name_receiver,place_type_receiver,country_receiver,country_code_receiver,geo_coords_receiver,coords_coords_receiver,bbox_coords_receiver,status_url_receiver,name_receiver,location_receiver,description_receiver,url_receiver,protected_receiver,followers_count_receiver,friends_count_receiver,listed_count_receiver,statuses_count_receiver,favourites_count_receiver,account_created_at_receiver,verified_receiver,profile_url_receiver,profile_expanded_url_receiver,account_lang_receiver,profile_banner_url_receiver,profile_background_url_receiver,profile_image_url_receiver,outdegree,indegree
184,NA,kenandoesmath,kenandoesmath,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773191067797561344,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,Dr. Kenan İnce (they/them),"Ute, Goshute, & Shoshone lands","Queer, nonbinary Turkish-Texan mathematician // Associate Professor @WestminsterSLC into knots, poetry, & justice // Black Lives Matter // Opinions my own",https://t.co/1UanYllnDG,TRUE,663,566,9,815,4397,2016-09-06T16:08:10Z,FALSE,https://t.co/1UanYllnDG,https://kenanince.me,NA,https://pbs.twimg.com/profile_banners/773191067797561344/1620604569,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1196520301812576256/2qV3jnB7_normal.jpg,0,21
185,kim_yoak,kim_yoak,NA,3923302577,1446652293940666368,2021-10-09T01:42:39Z,@cotts_jandra @MortonArboretum @PopperDaniel Wow!!! So beautiful!,Twitter for iPhone,NA,1446586635890708488,743578341119266816,cotts_jandra,FALSE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446652293940666368,Kim Yoak 🏳️‍🌈 BLM,"Northeast Ohio, USA","I am an independent mathematics specialist working to foster equity, empowerment, and deep learning for educators, students, and learners of all ages. She/her.",https://t.co/WDtxPpFJcM,FALSE,815,675,4,12046,66609,2015-10-11T01:16:38Z,FALSE,https://t.co/WDtxPpFJcM,http://www.summitmathematics.org,NA,NA,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/653018527872471040/6jLC1DCt_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
186,KJMDPhD,KJMDPhD,KJMDPhD,517389036,1435578716810326017,2021-09-08T12:20:12Z,Happy to say 4 of my 5 dissertation chapters are out into the world (at least in pre-print form). The recent one is… https://t.co/LDjfqUrnFM,Twitter Web App,NA,NA,NA,NA,FALSE,TRUE,0,4,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1435573753036017671,Happy to say 4 of my 5 dissertation chapters are out into the world (at least in pre-print form). The recent one is… https://t.co/LDjfqUrnFM,2021-09-08T12:00:29Z,Twitter Web App,33,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1435578716810326017,Kyle Dahlin,"Athens, GA","kanaka ʻōiwi math PhD | postdoc @UGAEcology | modeling emerging zoonoses, sylvatic&vector-borne diseases | working my way back home | he/him | my views own",NA,FALSE,992,1036,14,3173,27199,2012-03-07T08:58:52Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/517389036/1587678570,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1217836644302229504/duzEJw74_normal.jpg,517389036,1435578716810326017,2021-09-08T12:20:12Z,Happy to say 4 of my 5 dissertation chapters are out into the world (at least in pre-print form). The recent one is… https://t.co/LDjfqUrnFM,Twitter Web App,NA,NA,NA,NA,FALSE,TRUE,0,4,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1435573753036017671,Happy to say 4 of my 5 dissertation chapters are out into the world (at least in pre-print form). The recent one is… https://t.co/LDjfqUrnFM,2021-09-08T12:00:29Z,Twitter Web App,33,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1435578716810326017,Kyle Dahlin,"Athens, GA","kanaka ʻōiwi math PhD | postdoc @UGAEcology | modeling emerging zoonoses, sylvatic&vector-borne diseases | working my way back home | he/him | my views own",NA,FALSE,992,1036,14,3173,27199,2012-03-07T08:58:52Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/517389036/1587678570,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1217836644302229504/duzEJw74_normal.jpg,3,10
187,kmkinnaird,kmkinnaird,NA,939484608,1446627522121277440,2021-10-09T00:04:12Z,"@katemath I thought dreamily about lying on the floor, which quickly turned into me trying to optimize which floor… https://t.co/6M44OfiaWh",Twitter Web App,NA,1446539572096258048,21886811,katemath,FALSE,FALSE,1,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446627522121277440,Dr. Katherine M. Kinnaird,,"computational scientist, educator, occasional kiteflyer, WiMIR, dsTRAIn founder, WiML President emerita. songs are matrices are images are data. she/her",https://t.co/73CuWvmOF1,FALSE,849,1415,104,8158,17657,2012-11-10T17:08:24Z,FALSE,https://t.co/73CuWvmOF1,http://katherinemkinnaird.net/,NA,https://pbs.twimg.com/profile_banners/939484608/1352594674,http://abs.twimg.com/images/themes/theme17/bg.gif,http://pbs.twimg.com/profile_images/2833561968/297f4d16d7b49bd8b9b941bc7d21431d_normal.jpeg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,0
188,kneppkatt,kneppkatt,kneppkatt,1035299868,1443323197634588672,2021-09-29T21:14:00Z,A cartoon by @maddiedai. #NewYorkerCartoons https://t.co/ptkDZqlfuV,Twitter Web App,NA,NA,NA,NA,FALSE,TRUE,0,715,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1443307622669684737,A cartoon by @maddiedai. #NewYorkerCartoons https://t.co/ptkDZqlfuV,2021-09-29T20:12:07Z,SocialFlow,1967,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1443323197634588672,Nina Otter,,"If all else fails, write in German. -- J.S. Milne

Mathematician @qmul
President and founder at DeMoS
Executive manager @compositional_j",https://t.co/rPyEW0UnsU,FALSE,99,409,2,103,487,2012-12-25T18:12:12Z,FALSE,https://t.co/rPyEW0UnsU,http://ninaotter.com,NA,https://pbs.twimg.com/profile_banners/1035299868/1529066621,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/926161198734888961/NKjc8mxV_normal.jpg,1035299868,1443323197634588672,2021-09-29T21:14:00Z,A cartoon by @maddiedai. #NewYorkerCartoons https://t.co/ptkDZqlfuV,Twitter Web App,NA,NA,NA,NA,FALSE,TRUE,0,715,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1443307622669684737,A cartoon by @maddiedai. #NewYorkerCartoons https://t.co/ptkDZqlfuV,2021-09-29T20:12:07Z,SocialFlow,1967,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1443323197634588672,Nina Otter,,"If all else fails, write in German. -- J.S. Milne

Mathematician @qmul
President and founder at DeMoS
Executive manager @compositional_j",https://t.co/rPyEW0UnsU,FALSE,99,409,2,103,487,2012-12-25T18:12:12Z,FALSE,https://t.co/rPyEW0UnsU,http://ninaotter.com,NA,https://pbs.twimg.com/profile_banners/1035299868/1529066621,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/926161198734888961/NKjc8mxV_normal.jpg,4,2
189,KristinePelatt,KristinePelatt,KristinePelatt,903069510843949056,1373302164353863681,2021-03-20T15:55:25Z,@katemath https://t.co/93adYgHDK6,Twitter for iPhone,NA,1373256749222916098,21886811,katemath,FALSE,FALSE,1,0,NA,NA,,,,,,,,,,,,,NA,,,und,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1373302164353863681,Kristine Pelatt,,"Mathematician, mom, knitter, runner, book lover, associate professor at St. Catherine University. she/her/hers.",NA,FALSE,64,111,0,33,110,2017-08-31T01:38:44Z,FALSE,NA,NA,NA,NA,NA,http://pbs.twimg.com/profile_images/903084269546770432/fIHl8Wy__normal.jpg,903069510843949056,1373302164353863681,2021-03-20T15:55:25Z,@katemath https://t.co/93adYgHDK6,Twitter for iPhone,NA,1373256749222916098,21886811,katemath,FALSE,FALSE,1,0,NA,NA,,,,,,,,,,,,,NA,,,und,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1373302164353863681,Kristine Pelatt,,"Mathematician, mom, knitter, runner, book lover, associate professor at St. Catherine University. she/her/hers.",NA,FALSE,64,111,0,33,110,2017-08-31T01:38:44Z,FALSE,NA,NA,NA,NA,NA,http://pbs.twimg.com/profile_images/903084269546770432/fIHl8Wy__normal.jpg,1,4
190,KristinLauter,KristinLauter,NA,2896124082,1446499819208413187,2021-10-08T15:36:46Z,Although COVID-19 restrictions have not allowed us to hire or train new recruits at the same rate as prior to the p… https://t.co/EozQhzLehj,Twitter for iPhone,NA,NA,NA,NA,FALSE,TRUE,0,6,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446495991671111686,Although COVID-19 restrictions have not allowed us to hire or train new recruits at the same rate as prior to the p… https://t.co/EozQhzLehj,2021-10-08T15:21:33Z,Twitter Web App,37,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446499819208413187,Kristin Lauter,Facebook Seattle,"West Coast Head of Research Science, Facebook AI Research. Affiliate Professor @UWashington Formerly Partner Research Manager Microsoft, AWM President 2015-2017",https://t.co/4jNAzAvbSo,FALSE,1857,260,55,5221,1093,2014-11-11T04:17:02Z,FALSE,https://t.co/4jNAzAvbSo,https://www.linkedin.com/in/kristin-lauter-6508a410/,NA,https://pbs.twimg.com/profile_banners/2896124082/1426138847,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/919029916275965957/Zq4-IKTr_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
191,NA,KyJmd,KyJmd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10
192,Laelia_Ve,Laelia_Ve,Laelia_Ve,917479132631588864,1446574565623279618,2021-10-08T20:33:47Z,@jbdumas @EllesLinguistes Ça c'est juste !!,Twitter Web App,NA,1446545798297174019,56391781,jbdumas,FALSE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,fr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446574565623279618,Laélia Véron,,Maitresse de conférences stylistique&langue françaises Enseignante #prison ;Podcasteuse @ParlercommeJ https://t.co/uEx86nrXyh ; Boxe,NA,FALSE,72225,3158,372,42634,91537,2017-10-09T19:57:25Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/917479132631588864/1554104388,NA,http://pbs.twimg.com/profile_images/1197838262678753281/NVX0fuUF_normal.jpg,917479132631588864,1446574565623279618,2021-10-08T20:33:47Z,@jbdumas @EllesLinguistes Ça c'est juste !!,Twitter Web App,NA,1446545798297174019,56391781,jbdumas,FALSE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,fr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446574565623279618,Laélia Véron,,Maitresse de conférences stylistique&langue françaises Enseignante #prison ;Podcasteuse @ParlercommeJ https://t.co/uEx86nrXyh ; Boxe,NA,FALSE,72225,3158,372,42634,91537,2017-10-09T19:57:25Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/917479132631588864/1554104388,NA,http://pbs.twimg.com/profile_images/1197838262678753281/NVX0fuUF_normal.jpg,1,3
193,LauraVHawkins,LauraVHawkins,NA,28725524,1446652023739351043,2021-10-09T01:41:34Z,Only 30% of people who needed to be hospitalized for COVID were back to normal about 6 months after discharge.… https://t.co/n8D8rcnLVA,Twitter for iPhone,NA,NA,NA,NA,FALSE,TRUE,0,49,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446560064941273089,Only 30% of people who needed to be hospitalized for COVID were back to normal about 6 months after discharge.… https://t.co/n8D8rcnLVA,2021-10-08T19:36:09Z,Twitter for iPhone,87,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446652023739351043,Laura Hawkins,"San Francisco, CA","I teach math, parent twins, dance hip hop, and work towards social justice. Sometimes all at the same time. I love the #MTBoS because #iteachmath! she/her",https://t.co/41cbO8Ob64,FALSE,527,707,12,16786,58242,2009-04-04T03:02:48Z,FALSE,https://t.co/41cbO8Ob64,http://mathishappeningnow.blogspot.com/,NA,https://pbs.twimg.com/profile_banners/28725524/1413609745,http://abs.twimg.com/images/themes/theme5/bg.gif,http://pbs.twimg.com/profile_images/523342873480019968/gsp_Uu6A_normal.jpeg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0
194,libbyk_,libbyk_,NA,925904609511690240,1444012153028153369,2021-10-01T18:51:40Z,@beerjorts Yay Tara!!!! 🎉,Twitter for iPhone,NA,1444002779471745069,257396973,beerjorts,FALSE,FALSE,1,0,NA,NA,,,,,,,,,,,,,NA,,,es,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1444012153028153369,libby,:) ,math phd student in combinatorics // it's ok if you mistook me for the Cantor set bc I'm perfect // she/her,NA,FALSE,574,897,8,287,32112,2017-11-02T01:57:16Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/925904609511690240/1626193416,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1414789105905438721/5MCJ9NBv_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
195,LisaSkultety,LisaSkultety,NA,791000151154388992,1446595089367764999,2021-10-08T21:55:20Z,"Three police officers went to an *elementary* school in Tennessee &amp; arrested four Black girls. 

One girl fell to h… https://t.co/5GiSGAOXQv",Twitter for iPhone,NA,NA,NA,NA,FALSE,TRUE,0,27347,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446505198516535297,"Three police officers went to an *elementary* school in Tennessee &amp; arrested four Black girls. 

One girl fell to h… https://t.co/5GiSGAOXQv",2021-10-08T15:58:08Z,Twitter Web App,51878,27347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446595089367764999,Lisa Skultety,"Little Rock, AR",Math Educator. Mom. Inquisitive mind. School Supplies Enthusiast.,NA,FALSE,62,413,2,435,1959,2016-10-25T19:35:07Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/791000151154388992/1523315731,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1312164750273331201/t2LkHyiY_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
196,LoboWithACause,LoboWithACause,LoboWithACause,1969930824,1446552605316972547,2021-10-08T19:06:31Z,"@thewordninja_bk It’s just a general big white savior-y vibe, sending undertrained recent grads out to build their… https://t.co/c6cJ4RYUD5",Twitter for iPhone,NA,1446536816371253250,1693739557,thewordninja_bk,FALSE,FALSE,10,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446552605316972547,Dr. Belin Tsinnajinnie,,"Diné and Filipino from Na'Neelzhiin, NM | I try to teach math | he/him | Beh-LIN TSIN-Ah-Jin-Ee | a blemish on mathematics",NA,FALSE,1295,1608,22,8471,121865,2013-10-19T01:18:35Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/1969930824/1571246080,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1443790216343351298/QhcE4Rzw_normal.jpg,1969930824,1446552605316972547,2021-10-08T19:06:31Z,"@thewordninja_bk It’s just a general big white savior-y vibe, sending undertrained recent grads out to build their… https://t.co/c6cJ4RYUD5",Twitter for iPhone,NA,1446536816371253250,1693739557,thewordninja_bk,FALSE,FALSE,10,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446552605316972547,Dr. Belin Tsinnajinnie,,"Diné and Filipino from Na'Neelzhiin, NM | I try to teach math | he/him | Beh-LIN TSIN-Ah-Jin-Ee | a blemish on mathematics",NA,FALSE,1295,1608,22,8471,121865,2013-10-19T01:18:35Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/1969930824/1571246080,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1443790216343351298/QhcE4Rzw_normal.jpg,113,151
197,logicians,logicians,NA,500171541,1446625437308764161,2021-10-08T23:55:55Z,Bourgeois democracy at its finest https://t.co/iyX6Gp5rS7,Twitter for iPhone,NA,NA,NA,NA,FALSE,TRUE,0,5,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446579193890983942,Bourgeois democracy at its finest https://t.co/iyX6Gp5rS7,2021-10-08T20:52:10Z,Twitter for Android,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446625437308764161,Philosophical Logic,"Los Angeles, CA","Philosophy, logic, and mathematics. No justice, no peace. Free Palestine 🇵🇸 #ACAB",https://t.co/fFXhnggWKn,FALSE,8611,983,261,20085,30292,2012-02-22T21:39:43Z,FALSE,https://t.co/fFXhnggWKn,https://twitter.com/logicians,NA,https://pbs.twimg.com/profile_banners/500171541/1593409577,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1254107699614150656/hA9Ttab1_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0
